MONTH,DAY_OF_MONTH,DAY_OF_WEEK,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew_Point,Wind Gust,Pressure,sch_dep,sch_arr,TAXI_OUT
11,20,3,-3.0,378,2475.0,705,702,903,45,34.0,0.0,29.94,29,19,20
11,20,3,-2.0,135,541.0,705,703,840,45,34.0,0.0,29.94,29,19,25
11,20,3,-1.0,223,1598.0,705,704,988,45,34.0,0.0,29.94,29,19,10
11,20,3,-7.0,80,213.0,713,706,793,45,34.0,0.0,29.94,29,19,23
11,20,3,9.0,151,760.0,700,709,851,45,34.0,0.0,29.94,29,19,29
11,20,3,-7.0,373,2475.0,720,713,913,45,34.0,0.0,29.94,29,19,24
11,20,3,-4.0,367,2446.0,720,716,907,45,34.0,0.0,29.94,29,19,24
11,20,3,-8.0,72,266.0,730,722,802,45,34.0,0.0,29.94,23,25,19
11,20,3,-5.0,116,425.0,740,735,856,45,34.0,0.0,29.94,23,25,24
11,20,3,-8.0,380,2475.0,750,742,950,45,34.0,0.0,29.94,23,25,21
11,20,3,-4.0,84,187.0,749,745,833,45,34.0,0.0,29.94,23,25,20
11,20,3,-8.0,80,266.0,755,747,835,45,34.0,0.0,29.94,23,25,19
11,20,3,-3.0,107,427.0,705,747,812,45,34.0,0.0,29.94,23,25,23
11,20,3,2.0,192,1089.0,749,751,941,45,34.0,0.0,29.94,23,25,17
11,20,3,-4.0,83,213.0,770,766,853,46,33.0,0.0,29.94,23,25,11
11,20,3,-15.0,390,2475.0,785,770,995,46,33.0,0.0,29.94,23,25,24
11,20,3,-4.0,167,740.0,780,776,887,46,33.0,0.0,29.94,23,25,21
11,20,3,-10.0,250,1417.0,786,776,976,46,33.0,0.0,29.94,23,25,20
11,20,3,-1.0,123,509.0,779,778,902,46,33.0,0.0,29.94,23,25,15
11,20,3,-7.0,113,427.0,787,780,900,46,33.0,0.0,29.94,28,44,15
11,20,3,-9.0,82,228.0,815,806,897,46,33.0,0.0,29.95,28,44,17
11,20,3,-8.0,257,1521.0,815,807,1012,46,33.0,0.0,29.95,28,44,20
11,20,3,-3.0,90,301.0,810,807,900,46,33.0,0.0,29.95,28,44,11
11,20,3,-3.0,345,2153.0,810,807,1035,46,33.0,0.0,29.95,28,44,19
11,20,3,-3.0,252,1391.0,810,807,1002,46,33.0,0.0,29.95,28,44,14
11,20,3,-8.0,134,636.0,820,812,954,46,33.0,0.0,29.95,28,44,22
11,20,3,-9.0,162,765.0,824,815,926,46,33.0,0.0,29.95,28,44,16
11,20,3,13.0,175,944.0,803,816,978,46,33.0,0.0,29.95,28,44,12
11,20,3,10.0,129,541.0,811,821,940,46,33.0,0.0,29.95,28,44,15
11,20,3,-6.0,374,2475.0,830,824,1024,46,33.0,0.0,29.95,28,44,15
11,20,3,5.0,187,1069.0,824,829,1011,46,33.0,0.0,29.95,28,44,13
11,20,3,-5.0,75,184.0,835,830,910,46,33.0,0.0,29.95,28,44,13
11,20,3,-3.0,150,760.0,838,835,988,48,29.0,0.0,29.95,28,44,17
11,20,3,-5.0,275,1626.0,845,840,1000,48,29.0,0.0,29.95,28,34,14
11,20,3,-8.0,131,636.0,856,848,987,48,29.0,0.0,29.95,28,34,15
11,20,3,-3.0,179,1005.0,856,853,1035,48,29.0,0.0,29.95,28,34,11
11,20,3,-5.0,228,1598.0,860,855,1148,48,29.0,0.0,29.95,28,34,17
11,20,3,-7.0,375,2475.0,869,862,1064,48,29.0,0.0,29.95,28,34,15
11,20,3,-6.0,180,1028.0,869,863,1049,48,29.0,0.0,29.95,28,34,12
11,20,3,0.0,378,2475.0,870,870,1068,48,29.0,0.0,29.95,28,34,16
11,20,3,-6.0,124,425.0,882,876,1006,48,29.0,0.0,29.95,28,34,17
11,20,3,-7.0,103,340.0,883,876,986,48,29.0,0.0,29.95,28,34,22
11,20,3,-3.0,252,1391.0,883,880,1075,48,29.0,0.0,29.95,28,34,17
11,20,3,-5.0,141,718.0,888,883,1029,48,29.0,0.0,29.95,28,34,11
11,20,3,1.0,156,760.0,885,886,1041,48,29.0,0.0,29.95,28,34,14
11,20,3,-3.0,84,301.0,889,886,973,48,29.0,0.0,29.95,28,34,15
11,20,3,-6.0,141,541.0,895,889,1036,48,29.0,0.0,29.95,28,34,13
11,20,3,-5.0,163,828.0,895,890,1058,48,29.0,0.0,29.95,28,34,15
11,20,3,-4.0,122,483.0,895,891,1017,47,25.0,0.0,29.96,28,34,17
11,20,3,-1.0,146,718.0,893,892,1039,47,25.0,0.0,29.96,28,34,31
11,20,3,-6.0,211,1182.0,899,893,1050,47,25.0,0.0,29.96,28,34,23
11,20,3,-5.0,159,760.0,899,894,1058,47,25.0,0.0,29.96,28,34,27
11,20,3,-1.0,90,266.0,895,894,985,47,25.0,0.0,29.96,28,34,20
11,20,3,-5.0,191,1069.0,900,895,1091,47,25.0,0.0,29.96,28,34,27
11,20,3,0.0,94,290.0,895,895,989,47,25.0,0.0,29.96,28,34,22
11,20,3,-4.0,99,288.0,905,901,1004,47,25.0,0.0,29.96,30,36,25
11,20,3,-15.0,119,483.0,929,914,1048,47,25.0,0.0,29.96,30,36,22
11,20,3,-8.0,153,665.0,924,916,1077,47,25.0,0.0,29.96,30,36,18
11,20,3,-11.0,90,290.0,930,919,1020,47,25.0,0.0,29.96,30,36,16
11,20,3,0.0,190,1089.0,921,921,1111,47,25.0,0.0,29.96,30,36,16
11,20,3,-8.0,404,2586.0,930,922,1154,47,25.0,0.0,29.96,30,36,20
11,20,3,-6.0,233,1598.0,929,923,1222,47,25.0,0.0,29.96,30,36,18
11,20,3,-5.0,101,213.0,929,924,1030,47,25.0,0.0,29.96,30,36,19
11,20,3,-3.0,250,1417.0,895,927,1085,47,25.0,0.0,29.96,30,36,23
11,20,3,0.0,170,765.0,929,929,1039,47,25.0,0.0,29.96,30,36,15
11,20,3,3.0,180,944.0,929,932,1109,47,25.0,0.0,29.96,30,36,20
11,20,3,2.0,197,1089.0,930,932,1127,47,25.0,0.0,29.96,30,36,23
11,20,3,3.0,75,187.0,936,939,1011,47,25.0,0.0,29.96,30,36,21
11,20,3,-5.0,149,665.0,945,940,1094,47,25.0,0.0,29.96,30,36,13
11,20,3,-3.0,113,340.0,899,942,1012,47,25.0,0.0,29.96,30,36,19
11,20,3,-3.0,83,187.0,917,945,1000,47,25.0,0.0,29.96,30,36,17
11,20,3,-3.0,183,1005.0,950,947,1133,47,25.0,0.0,29.96,30,36,14
11,20,3,-8.0,193,1069.0,958,950,1151,47,25.0,0.0,29.96,30,36,19
11,20,3,-4.0,408,2586.0,955,951,1183,46,30.0,0.0,29.99,30,36,24
11,20,3,-9.0,208,1182.0,960,951,1108,46,30.0,0.0,29.99,30,36,12
11,20,3,-4.0,392,2422.0,956,952,1168,46,30.0,0.0,29.99,30,36,14
11,20,3,-6.0,78,184.0,959,953,1037,46,30.0,0.0,29.99,30,36,13
11,20,3,-3.0,383,2475.0,930,955,1133,46,30.0,0.0,29.99,30,36,22
11,20,3,-3.0,325,1990.0,960,957,1165,46,30.0,0.0,29.99,30,36,18
11,20,3,-5.0,91,264.0,965,960,1056,46,30.0,0.0,29.99,32,36,21
11,20,3,0.0,183,740.0,960,960,1083,46,30.0,0.0,29.99,32,36,22
11,20,3,10.0,183,944.0,957,967,1140,46,30.0,0.0,29.99,32,36,14
11,20,3,-7.0,132,541.0,979,972,1111,46,30.0,0.0,29.99,32,36,13
11,20,3,-5.0,407,2586.0,980,975,1207,46,30.0,0.0,29.99,32,36,17
11,20,3,-9.0,365,2446.0,990,981,1175,46,30.0,0.0,29.99,32,36,24
11,20,3,-8.0,377,2465.0,990,982,1187,46,30.0,0.0,29.99,32,36,18
11,20,3,1.0,164,740.0,983,984,1087,46,30.0,0.0,29.99,32,36,16
11,20,3,-10.0,104,301.0,997,987,1101,46,30.0,0.0,29.99,32,36,16
11,20,3,-3.0,381,2475.0,960,991,1161,46,30.0,0.0,29.99,32,36,17
11,20,3,-4.0,410,2586.0,995,991,1225,46,30.0,0.0,29.99,32,36,18
11,20,3,-7.0,85,273.0,1008,1001,1093,46,30.0,0.0,29.99,32,36,29
11,20,3,-3.0,346,2153.0,985,1003,1211,46,30.0,0.0,29.99,32,36,21
11,20,3,-3.0,353,2248.0,899,1004,1072,46,30.0,0.0,29.99,32,36,35
11,20,3,-13.0,400,2475.0,1020,1007,1240,46,30.0,0.0,29.99,32,36,28
11,20,3,-7.0,382,2475.0,1015,1008,1217,46,30.0,0.0,29.99,32,36,21
11,20,3,-3.0,141,589.0,995,1012,1136,44,31.0,0.0,30.01,32,36,21
11,20,3,-3.0,371,2446.0,1015,1012,1206,44,31.0,0.0,30.01,32,36,24
11,20,3,-5.0,90,209.0,1019,1014,1109,44,31.0,0.0,30.01,32,36,28
11,20,3,-1.0,156,760.0,1015,1014,1171,44,31.0,0.0,30.01,32,36,38
11,20,3,-4.0,384,2475.0,1020,1016,1224,44,31.0,0.0,30.01,32,36,24
11,20,3,-4.0,134,541.0,1021,1017,1155,44,31.0,0.0,30.01,32,36,26
11,20,3,-1.0,183,1005.0,1020,1019,1203,44,31.0,0.0,30.01,32,36,22
11,20,3,-3.0,116,427.0,986,1021,1102,44,31.0,0.0,30.01,30,26,26
11,20,3,-5.0,105,427.0,1026,1021,1131,44,31.0,0.0,30.01,30,26,29
11,20,3,5.0,192,1074.0,1019,1024,1211,44,31.0,0.0,30.01,30,26,30
11,20,3,-6.0,404,2586.0,1035,1029,1259,44,31.0,0.0,30.01,30,26,28
11,20,3,-3.0,195,1029.0,1020,1035,1155,44,31.0,0.0,30.01,30,26,18
11,20,3,1.0,374,2475.0,1040,1041,1234,44,31.0,0.0,30.01,30,26,20
11,20,3,-5.0,81,184.0,1055,1050,1136,44,31.0,0.0,30.01,30,26,21
11,20,3,-2.0,379,2521.0,1052,1050,1251,44,31.0,0.0,30.01,30,26,15
11,20,3,-4.0,372,2465.0,1055,1051,1247,44,31.0,0.0,30.01,30,26,17
11,20,3,12.0,137,509.0,1040,1052,1177,44,31.0,0.0,30.01,30,26,20
11,20,3,-4.0,87,228.0,1060,1056,1147,44,31.0,0.0,30.01,30,26,18
11,20,3,-3.0,363,2248.0,959,1057,1142,44,31.0,0.0,30.01,30,26,27
11,20,3,-7.0,403,2586.0,1065,1058,1288,44,31.0,0.0,30.01,30,26,19
11,20,3,-6.0,176,944.0,1069,1063,1245,44,31.0,0.0,30.01,30,26,20
11,20,3,0.0,116,427.0,1065,1065,1181,44,31.0,0.0,30.01,30,26,14
11,20,3,-11.0,394,2454.0,1076,1065,1290,44,31.0,0.0,30.01,30,26,26
11,20,3,-3.0,71,187.0,1020,1065,1091,44,31.0,0.0,30.01,30,26,27
11,20,3,-7.0,370,2429.0,1080,1073,1270,44,31.0,0.0,30.04,30,26,15
11,20,3,0.0,392,2569.0,1080,1080,1292,44,31.0,0.0,30.04,38,32,16
11,20,3,-6.0,380,2475.0,1090,1084,1290,44,31.0,0.0,30.04,38,32,18
11,20,3,-6.0,157,765.0,1095,1089,1192,44,31.0,0.0,30.04,38,32,9
11,20,3,-5.0,147,665.0,1095,1090,1242,44,31.0,0.0,30.04,38,32,14
11,20,3,-1.0,256,1391.0,1100,1099,1296,44,31.0,0.0,30.04,38,32,14
11,20,3,-12.0,90,301.0,1115,1103,1205,44,31.0,0.0,30.04,38,32,21
11,20,3,0.0,262,1587.0,1105,1105,1307,44,31.0,0.0,30.04,38,32,12
11,20,3,-2.0,275,1587.0,1109,1107,1324,44,31.0,0.0,30.04,38,32,22
11,20,3,-3.0,344,2153.0,1095,1112,1319,44,31.0,0.0,30.04,38,32,12
11,20,3,-4.0,256,1521.0,1125,1121,1321,44,31.0,0.0,30.04,38,32,11
11,20,3,-4.0,157,760.0,1131,1127,1288,44,31.0,0.0,30.04,38,32,12
11,20,3,-5.0,140,589.0,1135,1130,1275,44,31.0,0.0,30.04,38,32,16
11,20,3,-5.0,412,2586.0,1135,1130,1367,44,31.0,0.0,30.04,38,32,12
11,20,3,-6.0,76,209.0,1139,1133,1215,44,31.0,0.0,30.04,38,32,16
11,20,3,-3.0,337,2153.0,1139,1136,1356,44,31.0,0.0,30.04,38,32,14
11,20,3,-3.0,391,2422.0,1114,1136,1325,44,31.0,0.0,30.04,38,32,20
11,20,3,-3.0,391,2422.0,1120,1142,1331,44,31.0,0.0,30.04,39,30,24
11,20,3,9.0,234,1598.0,1139,1148,1433,44,31.0,0.0,30.04,39,30,13
11,20,3,-3.0,188,1069.0,1130,1156,1318,44,31.0,0.0,30.04,39,30,21
11,20,3,-12.0,94,290.0,1169,1157,1263,44,31.0,0.0,30.04,39,30,25
11,20,3,-7.0,179,1005.0,1165,1158,1344,44,31.0,0.0,30.04,39,30,8
11,20,3,-6.0,387,2475.0,1165,1159,1372,44,31.0,0.0,30.04,39,30,11
11,20,3,-8.0,196,1029.0,1169,1161,1305,44,30.0,0.0,30.06,39,30,33
11,20,3,-7.0,125,425.0,1169,1162,1294,44,30.0,0.0,30.06,39,30,22
11,20,3,-7.0,209,1182.0,1170,1163,1319,44,30.0,0.0,30.06,39,30,10
11,20,3,-11.0,383,2446.0,1175,1164,1378,44,30.0,0.0,30.06,39,30,24
11,20,3,-3.0,329,1990.0,1167,1164,1376,44,30.0,0.0,30.06,39,30,15
11,20,3,-4.0,133,509.0,1169,1165,1302,44,30.0,0.0,30.06,39,30,22
11,20,3,-4.0,177,944.0,1175,1171,1352,44,30.0,0.0,30.06,39,30,33
11,20,3,7.0,194,1089.0,1165,1172,1359,44,30.0,0.0,30.06,39,30,29
11,20,3,-6.0,409,2586.0,1180,1174,1409,44,30.0,0.0,30.06,39,30,21
11,20,3,0.0,353,2248.0,1176,1176,1349,44,30.0,0.0,30.06,39,30,13
11,20,3,-8.0,152,541.0,1185,1177,1337,44,30.0,0.0,30.06,39,30,13
11,20,3,-4.0,327,1990.0,1182,1178,1389,44,30.0,0.0,30.06,39,30,19
11,20,3,-1.0,387,2475.0,1180,1179,1387,44,30.0,0.0,30.06,39,30,17
11,20,3,-4.0,289,1626.0,1185,1181,1354,44,30.0,0.0,30.06,39,30,18
11,20,3,-3.0,390,2475.0,1109,1183,1319,44,30.0,0.0,30.06,39,30,34
11,20,3,-9.0,198,1069.0,1203,1194,1401,44,30.0,0.0,30.06,39,30,33
11,20,3,-5.0,165,765.0,1199,1194,1304,44,30.0,0.0,30.06,39,30,10
11,20,3,-5.0,171,828.0,1199,1194,1370,44,30.0,0.0,30.06,39,30,13
11,20,3,-4.0,394,2475.0,1200,1196,1414,44,30.0,0.0,30.06,39,30,30
11,20,3,-15.0,400,2475.0,1215,1200,1435,44,30.0,0.0,30.06,29,43,29
11,20,3,-5.0,117,288.0,1210,1205,1327,44,30.0,0.0,30.06,29,43,27
11,20,3,-5.0,275,1626.0,1214,1209,1369,44,30.0,0.0,30.06,29,43,16
11,20,3,-7.0,128,483.0,1220,1213,1348,44,30.0,0.0,30.06,29,43,14
11,20,3,-3.0,180,740.0,1195,1215,1315,44,30.0,0.0,30.06,29,43,27
11,20,3,-10.0,364,2248.0,1229,1219,1413,44,30.0,0.0,30.06,29,43,22
11,20,3,-8.0,391,2475.0,1230,1222,1,44,30.0,0.0,30.06,29,43,21
11,20,3,-5.0,146,636.0,1229,1224,1375,44,30.0,0.0,30.06,29,43,8
11,20,3,-4.0,157,828.0,1230,1226,1387,44,30.0,0.0,30.06,29,43,18
11,20,3,-8.0,183,1028.0,1243,1235,1426,44,30.0,0.0,30.06,29,43,16
11,20,3,-5.0,239,1617.0,1260,1255,119,43,30.0,0.0,30.07,29,43,13
11,20,3,0.0,124,427.0,1255,1255,1379,43,30.0,0.0,30.07,29,43,28
11,20,3,-4.0,82,184.0,1259,1255,1341,43,30.0,0.0,30.07,29,43,12
11,20,3,-2.0,156,760.0,1259,1257,1415,43,30.0,0.0,30.07,29,43,9
11,20,3,10.0,89,213.0,1254,1264,1343,43,30.0,0.0,30.07,28,32,11
11,20,3,-8.0,405,2586.0,1275,1267,60,43,30.0,0.0,30.07,28,32,22
11,20,3,-4.0,116,340.0,1275,1271,1391,43,30.0,0.0,30.07,28,32,17
11,20,3,-8.0,97,290.0,1279,1271,1376,43,30.0,0.0,30.07,28,32,19
11,20,3,-2.0,348,2153.0,1282,1280,70,43,30.0,0.0,30.07,28,32,23
11,20,3,-10.0,114,427.0,1290,1280,1404,43,30.0,0.0,30.07,28,32,22
11,20,3,1.0,376,2475.0,1280,1281,36,43,30.0,0.0,30.07,28,32,13
11,20,3,-4.0,90,187.0,1289,1285,1379,43,30.0,0.0,30.07,28,32,19
11,20,3,-3.0,381,2475.0,1289,1286,50,43,30.0,0.0,30.07,28,32,17
11,20,3,0.0,87,228.0,1289,1289,1376,43,30.0,0.0,30.07,28,32,10
11,20,3,4.0,347,2248.0,1290,1294,17,43,30.0,0.0,30.07,28,32,15
11,20,3,-1.0,252,1521.0,1295,1294,47,43,30.0,0.0,30.07,28,32,15
11,20,3,-11.0,179,1005.0,1305,1294,44,43,30.0,0.0,30.07,28,32,23
11,20,3,-8.0,191,1074.0,1310,1302,61,43,30.0,0.0,30.07,28,32,17
11,20,3,1.0,390,2586.0,1309,1310,79,43,30.0,0.0,30.07,28,32,14
11,20,3,-8.0,94,264.0,1320,1312,1414,42,30.0,0.0,30.08,28,32,21
11,20,3,-5.0,83,209.0,1320,1315,1403,42,30.0,0.0,30.08,28,32,19
11,20,3,-2.0,83,266.0,1320,1318,1403,42,30.0,0.0,30.08,28,32,19
11,20,3,-9.0,83,273.0,1340,1331,1423,42,30.0,0.0,30.08,24,30,13
11,20,3,-1.0,101,301.0,1334,1333,1435,42,30.0,0.0,30.08,24,30,24
11,20,3,-3.0,168,944.0,1323,1340,51,42,30.0,0.0,30.08,24,30,21
11,20,3,-9.0,59,150.0,1370,1361,1429,42,30.0,0.0,30.08,24,30,26
11,20,3,-11.0,68,187.0,1375,1364,3,42,30.0,0.0,30.08,24,30,25
11,20,3,-8.0,83,301.0,1375,1367,18,42,30.0,0.0,30.08,24,30,21
11,20,3,-11.0,78,264.0,1380,1369,18,42,30.0,0.0,30.08,24,30,23
11,20,3,-6.0,74,266.0,1375,1369,9,42,30.0,0.0,30.08,24,30,21
11,20,3,0.0,76,187.0,1380,1380,16,42,30.0,0.0,30.09,16,21,19
11,20,3,-3.0,264,1521.0,1290,1386,54,42,30.0,0.0,30.09,16,21,21
11,20,3,-2.0,223,1576.0,1439,1437,282,42,30.0,0.0,30.09,16,21,27
11,20,3,-3.0,384,2475.0,1290,7,54,47,38.0,0.0,30.0,12,11,24
11,20,3,-3.0,228,1598.0,1400,15,248,47,38.0,0.0,30.0,12,11,20
11,21,4,-5.0,222,1598.0,301,296,583,37,30.0,0.0,30.15,2,3,16
11,21,4,-5.0,181,1069.0,301,296,482,37,30.0,0.0,30.15,2,3,15
11,21,4,-4.0,124,636.0,324,320,448,37,30.0,0.0,30.15,10,21,25
11,21,4,-3.0,371,2475.0,340,337,531,37,30.0,0.0,30.15,10,21,29
11,21,4,-4.0,168,944.0,345,341,513,37,30.0,0.0,30.15,10,21,18
11,21,4,-10.0,80,301.0,365,355,445,34,28.0,0.0,30.18,10,21,14
11,21,4,-3.0,388,2475.0,360,357,568,34,28.0,0.0,30.18,10,21,18
11,21,4,-2.0,140,760.0,360,358,500,34,28.0,0.0,30.18,10,21,19
11,21,4,13.0,368,2465.0,359,372,547,34,28.0,0.0,30.18,18,20,12
11,21,4,-8.0,343,2248.0,381,373,544,34,28.0,0.0,30.18,18,20,13
11,21,4,0.0,194,1089.0,375,375,569,34,28.0,0.0,30.18,18,20,14
11,21,4,-7.0,134,541.0,390,383,524,34,28.0,0.0,30.18,18,20,16
11,21,4,-6.0,90,213.0,390,384,480,34,28.0,0.0,30.18,18,20,13
11,21,4,-5.0,252,1391.0,391,386,583,34,28.0,0.0,30.18,18,20,22
11,21,4,-9.0,154,760.0,418,409,572,34,28.0,0.0,30.18,18,20,16
11,21,4,-10.0,143,718.0,419,409,562,34,28.0,0.0,30.18,18,20,15
11,21,4,-9.0,73,209.0,420,411,493,39,33.0,0.0,30.2,18,20,17
11,21,4,-9.0,397,2586.0,420,411,637,39,33.0,0.0,30.2,18,20,15
11,21,4,12.0,204,1182.0,400,412,544,39,33.0,0.0,30.2,18,20,17
11,21,4,-7.0,375,2475.0,420,413,615,39,33.0,0.0,30.2,18,20,18
11,21,4,4.0,388,2586.0,410,414,618,39,33.0,0.0,30.2,18,20,21
11,21,4,-5.0,407,2586.0,420,415,647,39,33.0,0.0,30.2,18,20,26
11,21,4,-4.0,194,1029.0,419,415,553,39,33.0,0.0,30.2,18,20,24
11,21,4,-4.0,328,1990.0,420,416,628,39,33.0,0.0,30.2,18,20,21
11,21,4,-8.0,73,187.0,427,419,500,39,33.0,0.0,30.2,18,20,19
11,21,4,-5.0,379,2475.0,425,420,624,39,33.0,0.0,30.2,41,31,22
11,21,4,0.0,80,187.0,420,420,500,39,33.0,0.0,30.2,41,31,27
11,21,4,1.0,174,740.0,420,421,534,39,33.0,0.0,30.2,41,31,22
11,21,4,1.0,198,1089.0,432,433,630,39,33.0,0.0,30.2,41,31,17
11,21,4,9.0,385,2454.0,425,434,630,39,33.0,0.0,30.2,41,31,20
11,21,4,-9.0,180,1005.0,447,438,627,39,33.0,0.0,30.2,41,31,15
11,21,4,-3.0,401,2586.0,420,442,641,39,33.0,0.0,30.2,41,31,14
11,21,4,-5.0,390,2475.0,450,445,660,39,33.0,0.0,30.2,41,31,17
11,21,4,-4.0,193,1074.0,449,445,642,39,33.0,0.0,30.2,41,31,21
11,21,4,-4.0,78,187.0,450,446,528,39,33.0,0.0,30.2,41,31,17
11,21,4,-5.0,153,828.0,451,446,604,39,33.0,0.0,30.2,41,31,9
11,21,4,-3.0,387,2422.0,450,447,657,39,33.0,0.0,30.2,41,31,18
11,21,4,-3.0,390,2475.0,450,447,660,39,33.0,0.0,30.2,41,31,20
11,21,4,-7.0,106,340.0,454,447,560,39,33.0,0.0,30.2,41,31,17
11,21,4,1.0,75,266.0,455,456,530,39,33.0,0.0,30.2,41,31,21
11,21,4,-3.0,350,2153.0,420,458,650,39,33.0,0.0,30.2,41,31,18
11,21,4,-3.0,82,264.0,422,460,504,39,33.0,0.0,30.2,41,31,19
11,21,4,-18.0,95,264.0,479,461,574,39,33.0,0.0,30.2,41,31,26
11,21,4,-7.0,141,541.0,475,468,616,39,33.0,0.0,30.2,41,31,14
11,21,4,-10.0,204,1182.0,479,469,623,39,33.0,0.0,30.2,41,31,18
11,21,4,-7.0,92,301.0,479,472,571,44,33.0,0.0,30.21,41,31,20
11,21,4,-6.0,138,541.0,479,473,617,44,33.0,0.0,30.21,41,31,22
11,21,4,6.0,163,740.0,467,473,570,44,33.0,0.0,30.21,41,31,17
11,21,4,-6.0,178,1069.0,480,474,658,44,33.0,0.0,30.21,41,31,25
11,21,4,-10.0,395,2454.0,485,475,700,44,33.0,0.0,30.21,41,31,18
11,21,4,-4.0,336,2153.0,480,476,696,44,33.0,0.0,30.21,41,31,24
11,21,4,-4.0,253,1417.0,480,476,673,44,33.0,0.0,30.21,41,31,34
11,21,4,-8.0,180,1005.0,485,477,665,44,33.0,0.0,30.21,41,31,25
11,21,4,-3.0,359,2248.0,480,477,659,44,33.0,0.0,30.21,41,31,19
11,21,4,-3.0,187,1069.0,480,477,667,44,33.0,0.0,30.21,41,31,30
11,21,4,0.0,84,301.0,480,480,564,44,33.0,0.0,30.21,51,20,34
11,21,4,0.0,376,2475.0,480,480,676,44,33.0,0.0,30.21,51,20,36
11,21,4,-7.0,104,427.0,488,481,592,44,33.0,0.0,30.21,51,20,27
11,21,4,-3.0,192,1089.0,485,482,677,44,33.0,0.0,30.21,51,20,26
11,21,4,-2.0,176,944.0,485,483,661,44,33.0,0.0,30.21,51,20,40
11,21,4,-1.0,354,2248.0,485,484,659,44,33.0,0.0,30.21,51,20,13
11,21,4,-1.0,234,1598.0,485,484,779,44,33.0,0.0,30.21,51,20,26
11,21,4,0.0,377,2446.0,485,485,682,44,33.0,0.0,30.21,51,20,29
11,21,4,-9.0,405,2586.0,495,486,720,44,33.0,0.0,30.21,51,20,20
11,21,4,-6.0,399,2569.0,495,489,714,44,33.0,0.0,30.21,51,20,29
11,21,4,-10.0,385,2475.0,500,490,705,44,33.0,0.0,30.21,51,20,35
11,21,4,-4.0,254,1521.0,502,498,696,44,33.0,0.0,30.21,51,20,22
11,21,4,-10.0,265,1391.0,510,500,715,44,33.0,0.0,30.21,51,20,18
11,21,4,-4.0,321,1990.0,505,501,706,44,33.0,0.0,30.21,51,20,24
11,21,4,8.0,255,1391.0,496,504,691,44,33.0,0.0,30.21,51,20,18
11,21,4,-1.0,155,760.0,510,509,665,44,33.0,0.0,30.21,51,20,19
11,21,4,-5.0,87,213.0,515,510,602,44,33.0,0.0,30.21,51,20,41
11,21,4,2.0,376,2446.0,510,512,706,44,33.0,0.0,30.21,51,20,24
11,21,4,0.0,379,2475.0,515,515,714,44,33.0,0.0,30.21,51,20,16
11,21,4,-3.0,164,765.0,520,517,624,44,33.0,0.0,30.21,51,20,17
11,21,4,-2.0,81,184.0,520,518,601,44,33.0,0.0,30.21,51,20,12
11,21,4,-7.0,382,2422.0,525,518,727,44,33.0,0.0,30.21,51,20,30
11,21,4,-5.0,82,228.0,535,530,617,44,33.0,0.0,30.21,51,20,14
11,21,4,-9.0,388,2475.0,540,531,748,46,33.0,0.0,30.2,51,20,21
11,21,4,12.0,140,636.0,523,535,663,46,33.0,0.0,30.2,51,20,23
11,21,4,-5.0,181,1028.0,540,535,721,46,33.0,0.0,30.2,51,20,15
11,21,4,-5.0,145,718.0,550,545,695,46,33.0,0.0,30.2,39,21,14
11,21,4,-2.0,232,1598.0,550,548,842,46,33.0,0.0,30.2,39,21,16
11,21,4,-2.0,80,187.0,550,548,630,46,33.0,0.0,30.2,39,21,12
11,21,4,-6.0,257,1521.0,555,549,752,46,33.0,0.0,30.2,39,21,9
11,21,4,-8.0,176,944.0,560,552,736,46,33.0,0.0,30.2,39,21,18
11,21,4,-7.0,387,2422.0,560,553,767,46,33.0,0.0,30.2,39,21,29
11,21,4,-8.0,77,187.0,565,557,642,46,33.0,0.0,30.2,39,21,17
11,21,4,-1.0,397,2586.0,562,561,779,46,33.0,0.0,30.2,39,21,15
11,21,4,-9.0,77,273.0,570,561,647,46,33.0,0.0,30.2,39,21,27
11,21,4,-8.0,407,2586.0,570,562,797,46,33.0,0.0,30.2,39,21,35
11,21,4,-6.0,128,509.0,569,563,697,46,33.0,0.0,30.2,39,21,21
11,21,4,-11.0,376,2475.0,575,564,771,46,33.0,0.0,30.2,39,21,22
11,21,4,-4.0,197,1089.0,570,566,767,46,33.0,0.0,30.2,39,21,19
11,21,4,-8.0,402,2569.0,575,567,797,46,33.0,0.0,30.2,39,21,34
11,21,4,-1.0,184,1041.0,568,567,752,46,33.0,0.0,30.2,39,21,20
11,21,4,-9.0,115,483.0,580,571,695,46,33.0,0.0,30.2,39,21,20
11,21,4,-9.0,400,2586.0,580,571,800,46,33.0,0.0,30.2,39,21,21
11,21,4,-8.0,167,740.0,580,572,687,46,33.0,0.0,30.2,39,21,21
11,21,4,-6.0,88,290.0,580,574,668,46,33.0,0.0,30.2,39,21,20
11,21,4,-6.0,142,665.0,585,579,727,46,33.0,0.0,30.2,39,21,25
11,21,4,-4.0,188,1069.0,590,586,778,46,33.0,0.0,30.2,39,21,17
11,21,4,-10.0,85,301.0,599,589,684,46,33.0,0.0,30.2,39,21,17
11,21,4,-1.0,380,2475.0,595,594,795,48,33.0,0.0,30.19,39,21,14
